종목명,종목코드,현재가,거래량,거래대금,PER,PBR,EPS,BPS,배당률
덕산하이메탈,077360,9290.0,401678.0,3731588620.0,,,,,
덕성우,004835,4205.0,31541.0,132629905.0,,,,,
덕성,004830,3470.0,72258.0,250735260.0,,,,,
덕신이피씨,090410,748.0,256102.0,191564296.0,,,,,
덕우전자,263600,3185.0,26312.0,83803720.0,,,,,
데브시스터즈,194480,15730.0,39861.0,627013530.0,,,,,
데이원컴퍼니,373160,3280.0,7031.0,23061680.0,,,,,
데이타솔루션,263800,5410.0,1321196.0,7147670360.0,,,,,
데이터스트림즈,199150,2100.0,361.0,758100.0,,,,,
덱스터,206560,1059.0,203026.0,215004534.0,,,,,
덴티스,261200,2530.0,26086.0,65997580.0,,,,,
덴티움,145720,40250.0,10444.0,420371000.0,,,,,
도부,227420,724.0,1.0,724.0,,,,,
도이치모터스,067990,3940.0,86057.0,339064580.0,,,,,
도화엔지니어링,002150,4990.0,54996.0,274430040.0,,,,,
동구바이오제약,006620,3660.0,79069.0,289392540.0,,,,,
동국산업,005160,2380.0,62402.0,148516760.0,,,,,
동국생명과학,303810,2370.0,52193.0,123697410.0,,,,,
동국씨엠,460850,4760.0,39874.0,189800240.0,,,,,
동국알앤에스,075970,1660.0,14283.0,23709780.0,,,,,
동국S&C,100130,1501.0,98098.0,147245098.0,,,,,
동국제강,460860,8580.0,148959.0,1278068220.0,,,,,
동국제약,086450,19290.0,264740.0,5106834600.0,,,,,
동국홀딩스,001230,1698.0,422544.0,717479712.0,,,,,
동방메디컬,240550,5920.0,65950.0,390424000.0,,,,,
동방,004140,1830.0,128520.0,235191600.0,,,,,
동방선기,099410,2990.0,26925.0,80505750.0,,,,,
동방아그로,007590,5600.0,2571.0,14397600.0,,,,,
동부건설우,005965,16030.0,1207.0,19348210.0,,,,,
동부건설,005960,6790.0,48679.0,330530410.0,,,,,
동서,026960,25500.0,55575.0,1417162500.0,,,,,
동성제약,002210,973.0,0.0,0.0,,,,,
동성케미컬,102260,3480.0,77543.0,269849640.0,,,,,
동성화인텍,033500,16050.0,110333.0,1770844650.0,,,,,
동신건설,025950,10960.0,58609.0,642354640.0,,,,,
동아쏘시오홀딩스,000640,81900.0,7823.0,640703700.0,,,,,
동아에스티,170900,35950.0,17358.0,624020100.0,,,,,
동아엘텍,088130,5010.0,58138.0,291271380.0,,,,,
동아지질,028100,14950.0,12828.0,191778600.0,,,,,
동아화성,041930,4625.0,14935.0,69074375.0,,,,,
동양우,001525,4205.0,0.0,0.0,,,,,
동양2우B,001527,4795.0,0.0,0.0,,,,,
동양고속,084670,25400.0,20205.0,513207000.0,,,,,
동양,001520,550.0,0.0,0.0,,,,,
동양생명,082640,7670.0,63855.0,489767850.0,,,,,
동양에스텍,060380,1209.0,24879.0,30078711.0,,,,,
동양이엔피,079960,20050.0,22952.0,460187600.0,,,,,
동양철관,008970,1104.0,599697.0,662065488.0,,,,,
동양파일,228340,2865.0,842395.0,2413461675.0,,,,,
동우팜투테이블,088910,2165.0,36410.0,78827650.0,,,,,
동운아나텍,094170,30750.0,63832.0,1962834000.0,,,,,
동원F&B,049770,,,,,,,,
동원개발,013120,2230.0,295783.0,659596090.0,,,,,
동원금속,018500,1365.0,83356.0,113780940.0,,,,,
동원산업,006040,33350.0,31840.0,1061864000.0,,,,,
동원수산,030720,6380.0,819182.0,5226381160.0,,,,,
동원시스템즈우,014825,13060.0,145.0,1893700.0,,,,,
동원시스템즈,014820,19680.0,25009.0,492177120.0,,,,,
동인기연,111380,12830.0,2891.0,37091530.0,,,,,
동일고무벨트,163560,5770.0,15117.0,87225090.0,,,,,
동일금속,109860,7290.0,1499.0,10927710.0,,,,,
동일기연,032960,1983.0,11099.0,22009317.0,,,,,
동일산업,004890,35650.0,381.0,13582650.0,,,,,
동일스틸럭스,023790,1583.0,5359336.0,8483828888.0,,,,,
동일제강,002690,1556.0,79830.0,124215480.0,,,,,
동진쎄미켐,005290,43600.0,246843.0,10762354800.0,,,,,
동화기업,025900,5700.0,37602.0,214331400.0,,,,,
동화약품,000020,5740.0,9685409.0,55594247660.0,,,,,
두산우,000155,415500.0,8893.0,3695041500.0,,,,,
두산2우B,000157,340500.0,500.0,170250000.0,,,,,
두산로보틱스,454910,67000.0,365418.0,24483006000.0,,,,,
두산밥캣,241560,64300.0,226072.0,14536429600.0,,,,,
두산,000150,1202000.0,43531.0,52324262000.0,,,,,
두산에너빌리티,034020,69700.0,2541779.0,177161996300.0,,,,,
두산테스나,131970,86900.0,172363.0,14978344700.0,,,,,
두산퓨얼셀1우,33626K,5980.0,14266.0,85310680.0,,,,,
두산퓨얼셀2우B,33626L,7310.0,1295.0,9466450.0,,,,,
두산퓨얼셀,336260,44550.0,293466.0,13073910300.0,,,,,
두올,016740,3590.0,46729.0,167757110.0,,,,,
듀오백,073190,732.0,44521.0,32589372.0,,,,,
듀켐바이오,176750,6020.0,7278.0,43813560.0,,,,,
드래곤플라이,030350,973.0,0.0,0.0,,,,,
드림시큐리티,203650,2065.0,978667.0,2020947355.0,,,,,
드림씨아이에스,223250,3030.0,30955.0,93793650.0,,,,,
드림어스컴퍼니,060570,839.0,54183.0,45459537.0,,,,,
드림인사이트,362990,1247.0,26138.0,32594086.0,,,,,
드림텍,192650,4330.0,550979.0,2385739070.0,,,,,
디모아,016670,2500.0,5239.0,13097500.0,,,,,
디바이스,187870,13350.0,105906.0,1413845100.0,,,,,
DB금융스팩12호,477760,2050.0,1209.0,2478450.0,,,,,
디비금융제13호스팩,489730,2012.0,4061.0,8170732.0,,,,,
디씨엠,024090,11070.0,1814.0,20080980.0,,,,,
디아이,003160,21250.0,129311.0,2747858750.0,,,,,
디아이씨,092200,4145.0,221128.0,916575560.0,,,,,
디아이티,110990,17480.0,67051.0,1172051480.0,,,,,
DRB동일,004840,4245.0,1925.0,8171625.0,,,,,
디알젬,263690,5030.0,7987.0,40174610.0,,,,,
디알텍,214680,977.0,119751.0,116996727.0,,,,,
디앤디파마텍,347850,68700.0,1048747.0,72048918900.0,,,,,
디앤디플랫폼리츠,377190,2025.0,443540.0,898168500.0,,,,,
디앤씨미디어,263720,6770.0,9743.0,65960110.0,,,,,
디어유,376300,20050.0,94840.0,1901542000.0,,,,,
DSC인베스트먼트,241520,7770.0,134446.0,1044645420.0,,,,,
디에스케이,109740,4795.0,29570.0,141788150.0,,,,,
디에이치엑스컴퍼니,031860,693.0,0.0,0.0,,,,,
DH오토넥스,000300,4200.0,0.0,0.0,,,,,
DH오토리드,290120,2345.0,14065.0,32982425.0,,,,,
DH오토웨어,025440,3560.0,3907.0,13908920.0,,,,,
디에이테크놀로지,196490,6090.0,0.0,0.0,,,,,
디에이피,066900,1850.0,2162.0,3999700.0,,,,,
DXVX,180400,2190.0,103587.0,226855530.0,,,,,
디엔에프,092070,12460.0,15073.0,187809580.0,,,,,
DN오토모티브,007340,40800.0,146554.0,5979403200.0,,,,,
DMS,068790,7190.0,74345.0,534540550.0,,,,,
디오,039840,12620.0,6965.0,87898300.0,,,,,
디와이덕양,024900,1777.0,113204.0,201163508.0,,,,,
디와이디,219550,1180.0,286105.0,337603900.0,,,,,
디와이,013570,3850.0,35917.0,138280450.0,,,,,
디와이씨,310870,1372.0,70880.0,97247360.0,,,,,
디와이파워,210540,10900.0,30632.0,333888800.0,,,,,
DYP,092780,3330.0,16236.0,54065880.0,,,,,
디와이피엔에프,104460,8990.0,1493.0,13422070.0,,,,,
디이엔티,079810,2865.0,72101.0,206569365.0,,,,,
디젠스,113810,465.0,0.0,0.0,,,,,
디지아이,043360,2100.0,2509.0,5268900.0,,,,,
DGI,099520,1284.0,0.0,0.0,,,,,
디지캡,197140,2125.0,18494.0,39299750.0,,,,,
디지털대성,068930,7300.0,24361.0,177835300.0,,,,,
디지틀조선,033130,2075.0,281151.0,583388325.0,,,,,
DGP,060900,4310.0,25232.0,108749920.0,,,,,
디케이락,105740,6540.0,30764.0,201196560.0,,,,,
디케이앤디,263020,3100.0,42795.0,132664500.0,,,,,
DKME,015590,1876.0,42465.0,79664340.0,,,,,
디케이티,290550,22400.0,197715.0,4428816000.0,,,,,
디티씨,066670,2550.0,22153.0,56490150.0,,,,,
디티앤씨,187220,2355.0,10945.0,25775475.0,,,,,
디티앤씨알오,383930,1709.0,29966.0,51211894.0,,,,,
딜리,131180,3775.0,4336.0,16368400.0,,,,,
딥노이드,315640,1374.0,94178.0,129400572.0,,,,,
딥마인드,223310,3945.0,10366.0,40893870.0,,,,,
라닉스,317120,1322.0,45162.0,59704164.0,,,,,
라메디텍,462510,2875.0,8796.0,25288500.0,,,,,
라온시큐어,042510,7600.0,66149.0,502732400.0,,,,,
라온테크,232680,8410.0,82503.0,693850230.0,,,,,
라온텍,418420,3555.0,113958.0,405120690.0,,,,,
라온피플,300120,490.0,96395.0,47233550.0,,,,,
라이온켐텍,171120,2045.0,28154.0,57574930.0,,,,,
라이콤,388790,4055.0,365034.0,1480212870.0,,,,,
라파스,214260,9060.0,17635.0,159773100.0,,,,,
라피치,403360,5970.0,68.0,405960.0,,,,,
램테크놀러지,171010,2735.0,41911.0,114626585.0,,,,,
랩지노믹스,084650,719.0,370156.0,266142164.0,,,,,
러셀,217500,1381.0,32639.0,45074459.0,,,,,
럭스피아,092590,709.0,3.0,2127.0,,,,,
레드캡투어,038390,9880.0,39622.0,391465360.0,,,,,
레몬,294140,2050.0,11856.0,24304800.0,,,,,
레뷰코퍼레이션,443250,5930.0,3377.0,20025610.0,,,,,
레이,228670,4830.0,41557.0,200720310.0,,,,,
레이언스,228850,5930.0,6748.0,40015640.0,,,,,
레이저쎌,412350,4860.0,405947.0,1972902420.0,,,,,
레이저옵텍,199550,2755.0,25530.0,70335150.0,,,,,
레이크머티리얼즈,281740,11900.0,211226.0,2513589400.0,,,,,
레인보우로보틱스,277810,397000.0,47182.0,18731254000.0,,,,,
로보로보,215100,3615.0,53506.0,193424190.0,,,,,
로보스타,090360,61200.0,57030.0,3490236000.0,,,,,
로보쓰리에이아이,238500,475.0,0.0,0.0,,,,,
로보티즈,108490,199900.0,128666.0,25720333400.0,,,,,
로스웰,900260,1633.0,7498.0,12244234.0,,,,,
로지스몬,223220,217.0,103806.0,22525902.0,,,,,
로지시스,067730,2205.0,16824.0,37096920.0,,,,,
로체시스템즈,071280,6470.0,22018.0,142456460.0,,,,,
로킷헬스케어,376900,48350.0,211001.0,10201898350.0,,,,,
롯데관광개발,032350,11560.0,1488852.0,17211129120.0,,,,,
롯데렌탈,089860,36750.0,220502.0,8103448500.0,,,,,
롯데리츠,330590,3435.0,317895.0,1091969325.0,,,,,
롯데손해보험,000400,2490.0,2315971.0,5766767790.0,,,,,
롯데쇼핑,023530,140800.0,165550.0,23309440000.0,,,,,
롯데에너지머티리얼즈,020150,32250.0,150358.0,4849045500.0,,,,,
롯데웰푸드,280360,101000.0,8782.0,886982000.0,,,,,
롯데이노베이트,286940,17090.0,5077.0,86765930.0,,,,,
롯데정밀화학,004000,45650.0,52569.0,2399774850.0,,,,,
롯데지주우,00499K,22500.0,1356.0,30510000.0,,,,,
롯데지주,004990,22800.0,151769.0,3460333200.0,,,,,
롯데칠성우,005305,67400.0,1443.0,97258200.0,,,,,
롯데칠성,005300,99400.0,12934.0,1285639600.0,,,,,
롯데케미칼,011170,61000.0,111181.0,6782041000.0,,,,,
롯데하이마트,071840,6210.0,18226.0,113183460.0,,,,,
루닛,328130,10040.0,242600.0,2435704000.0,,,,,
루멘스,038060,742.0,223672.0,165964624.0,,,,,
루미르,474170,6190.0,53286.0,329840340.0,,,,,
루켄테크놀러지스,162120,3090.0,2153.0,6652770.0,,,,,
루트락,253610,1076.0,1.0,1076.0,,,,,
리가켐바이오,141080,103700.0,275810.0,28601497000.0,,,,,
리노공업,058470,72300.0,431494.0,31197016200.0,,,,,
리더스코스메틱,016100,1160.0,35914.0,41660240.0,,,,,
리드코프,012700,2945.0,44397.0,130749165.0,,,,,
리메드,302550,2750.0,30706.0,84441500.0,,,,,
리튬포어스,073570,1635.0,58801.0,96139635.0,,,,,
리파인,377450,10470.0,20071.0,210143370.0,,,,,
린드먼아시아,277070,3120.0,2860.0,8923200.0,,,,,
링네트,042500,4050.0,91154.0,369173700.0,,,,,
링크드,193250,1780.0,77289.0,137574420.0,,,,,
링크솔루션,474650,21950.0,18779.0,412199050.0,,,,,
링크제니시스,219420,3430.0,14267.0,48935810.0,,,,,
마녀공장,439090,17290.0,1309987.0,22649675230.0,,,,,
마니커,027740,1010.0,225501.0,227756010.0,,,,,
마니커에프앤지,195500,1631.0,25687.0,41895497.0,,,,,
마스턴프리미어리츠,357430,650.0,45122.0,29329300.0,,,,,
마음AI,377480,8300.0,19294.0,160140200.0,,,,,
마이크로디지탈,305090,2110.0,38059.0,80304490.0,,,,,
마이크로엔엑스,448780,755.0,7.0,5285.0,,,,,
마이크로투나노,424980,6840.0,20881.0,142826040.0,,,,,
엠브레인,169330,1474.0,13384.0,19728016.0,,,,,
마크로젠,038290,11730.0,31095.0,364744350.0,,,,,
만호제강,001080,4210.0,22549.0,94931290.0,,,,,
매일유업,267980,33850.0,13211.0,447192350.0,,,,,
매일홀딩스,005990,10620.0,2009.0,21335580.0,,,,,
매커스,093520,19620.0,47712.0,936109440.0,,,,,
맥쿼리인프라,088980,10190.0,1130844.0,11523300360.0,,,,,
머니무브,179720,8400.0,0.0,0.0,,,,,
머큐리,100590,3250.0,104007.0,338022750.0,,,,,
멀티캠퍼스,067280,23000.0,1025.0,23575000.0,,,,,
메가스터디,072870,13070.0,13019.0,170158330.0,,,,,
메가스터디교육,215200,38150.0,20693.0,789437950.0,,,,,
메가엠디,133750,1345.0,6467.0,8698115.0,,,,,
메가터치,446540,6840.0,191203.0,1307828520.0,,,,,
메드팩토,235980,2695.0,117060.0,315476700.0,,,,,
메디쎄이,200580,11020.0,46.0,506920.0,,,,,
메디아나,041920,9750.0,50435.0,491741250.0,,,,,
메디안디노스틱,233250,7200.0,0.0,0.0,,,,,
메디앙스,014100,1790.0,14334.0,25657860.0,,,,,
메디젠휴먼케어,236340,2500.0,2.0,5000.0,,,,,
메디콕스,054180,2295.0,0.0,0.0,,,,,
메디톡스,086900,71600.0,12853.0,920274800.0,,,,,
메디포스트,078160,8760.0,60635.0,531162600.0,,,,,
메리츠금융지주,138040,118300.0,253679.0,30010225700.0,,,,,
메쎄이상,408920,2900.0,57641.0,167158900.0,,,,,
메이슨캐피탈,021880,1215.0,247422.0,300617730.0,,,,,
메지온,140410,52900.0,92544.0,4895577600.0,,,,,
메카로,241770,32950.0,21621.0,712411950.0,,,,,
메타랩스,090370,1090.0,55307.0,60284630.0,,,,,
메타바이오메드,059210,3935.0,68841.0,270889335.0,,,,,
메타케어,118000,1308.0,22673.0,29656284.0,,,,,
멕아이씨에스,058110,1855.0,59862.0,111044010.0,,,,,
명문제약,017180,1372.0,6079371.0,8340897012.0,,,,,
명신산업,009900,7000.0,81788.0,572516000.0,,,,,
모나리자,012690,2170.0,12784487.0,27742336790.0,,,,,
모나미,005360,3730.0,24284913.0,90582725490.0,,,,,
모나용평,070960,2110.0,43633.0,92065630.0,,,,,
모니터랩,434480,2230.0,19680.0,43886400.0,,,,,
모다이노칩,080420,1347.0,1221.0,1644687.0,,,,,
모델솔루션,417970,10580.0,20918.0,221312440.0,,,,,
모두투어,080160,8290.0,24095.0,199747550.0,,,,,
모바일어플라이언스,087260,249.0,979700.0,243945300.0,,,,,
모베이스,101330,3270.0,29844.0,97589880.0,,,,,
모베이스전자,012860,2230.0,265708.0,592528840.0,,,,,
모비데이즈,363260,744.0,8431.0,6272664.0,,,,,
모비릭스,348030,2955.0,71275.0,210617625.0,,,,,
모비스,250060,2525.0,178481.0,450664525.0,,,,,
모아데이타,288980,860.0,152742.0,131358120.0,,,,,
모아라이프플러스,142760,405.0,155056.0,62797680.0,,,,,
모아텍,033200,2645.0,19493.0,51558985.0,,,,,
모코엠시스,333050,5270.0,2483.0,13085410.0,,,,,
모토닉,009680,9780.0,13306.0,130132680.0,,,,,
모트렉스,118990,5310.0,32318.0,171608580.0,,,,,
모티브링크,463480,4325.0,9326.0,40334950.0,,,,,
모헨즈,006920,3110.0,208133.0,647293630.0,,,,,
무림SP,001810,1180.0,23994.0,28312920.0,,,,,
무림페이퍼,009200,1432.0,68163.0,97609416.0,,,,,
무림P&P,009580,1645.0,74311.0,122241595.0,,,,,
무진메디,322970,2010.0,56.0,112560.0,,,,,
무학,033920,7480.0,33558.0,251013840.0,,,,,
문배철강,008420,2120.0,27800.0,58936000.0,,,,,
미디어젠,279600,3505.0,375.0,1314375.0,,,,,
미래나노텍,095500,7210.0,204847.0,1476946870.0,,,,,
미래반도체,254490,15700.0,106350.0,1669695000.0,,,,,
미래산업,025560,41750.0,0.0,0.0,,,,,
미래생명자원,218150,2030.0,5258992.0,10675753760.0,,,,,
미래아이앤지,007120,1190.0,31337.0,37291030.0,,,,,
미래에셋글로벌리츠,396690,1660.0,70385.0,116839100.0,,,,,
미래에셋드림스팩1호,442900,,,,,,,,
미래에셋맵스리츠,357250,1855.0,17710.0,32852050.0,,,,,
맵스리얼티1,094800,6320.0,54074.0,341747680.0,,,,,
미래에셋벤처투자,100790,14110.0,263628.0,3719791080.0,,,,,
미래에셋비전스팩2호,446190,,,,,,,,
미래에셋비전스팩3호,448830,,,,,,,,
미래에셋비전스팩4호,477380,2060.0,2403.0,4950180.0,,,,,
미래에셋비전스팩5호,477470,2090.0,2.0,4180.0,,,,,
미래에셋비전스팩6호,478440,2045.0,115.0,235175.0,,,,,
미래에셋비전스팩7호,482680,2055.0,0.0,0.0,,,,,
미래에셋생명,085620,16760.0,156688.0,2626090880.0,,,,,
미래에셋증권우,006805,13500.0,21718.0,293193000.0,,,,,
미래에셋증권2우B,00680K,12650.0,211703.0,2678042950.0,,,,,
미래에셋증권,006800,40050.0,1385242.0,55478942100.0,,,,,
미래엔에듀파트너,208890,900.0,0.0,0.0,,,,,
미래컴퍼니,049950,9910.0,11486.0,113826260.0,,,,,
미스터블루,207760,461.0,101621.0,46847281.0,,,,,
미스토홀딩스,081660,46950.0,102219.0,4799182050.0,,,,,
미원상사,002840,123900.0,3145.0,389665500.0,,,,,
미원에스씨,268280,112200.0,2235.0,250767000.0,,,,,
미원홀딩스,107590,53800.0,80.0,4304000.0,,,,,
미원화학,134380,10200.0,1088.0,11097600.0,,,,,
미쥬,351020,6990.0,0.0,0.0,,,,,
미창석유,003650,143100.0,5316.0,760719600.0,,,,,
미코,059090,14960.0,214547.0,3209623120.0,,,,,
미투온,201490,2010.0,76554.0,153873540.0,,,,,
미트박스,475460,5650.0,22131.0,125040150.0,,,,,
민테크,452200,1320.0,90614.0,119610480.0,,,,,
바디텍메드,206640,11290.0,51415.0,580475350.0,,,,,
바른손,018700,1196.0,59993.0,71751628.0,,,,,
바른손이앤에이,035620,796.0,1396339.0,1111485844.0,,,,,
바스칸바이오제약,354390,3500.0,152.0,532000.0,,,,,
바이넥스,053030,6740.0,49148.0,331257520.0,,,,,
바이브컴퍼니,301300,1306.0,32974.0,43064044.0,,,,,
바이오노트,377740,4700.0,89012.0,418356400.0,,,,,
바이오니아,064550,6200.0,57748.0,358037600.0,,,,,
바이오다인,314930,8360.0,28858.0,241252880.0,,,,,
바이오비쥬,489460,6300.0,73638.0,463919400.0,,,,,
바이오솔루션,086820,5900.0,28512.0,168220800.0,,,,,
바이오스마트,038460,2700.0,62440.0,168588000.0,,,,,
바이오에프디엔씨,251120,8370.0,4834.0,40460580.0,,,,,
바이오인프라,199730,1634.0,19358.0,31630972.0,,,,,
바이오인프라생명과학,266470,129.0,3615.0,466335.0,,,,,
바이오텐,289170,2720.0,53.0,144160.0,,,,,
바이오톡스텍,086040,2085.0,2949.0,6148665.0,,,,,
바이오포트,188040,5230.0,21974.0,114924020.0,,,,,
바이오프로테크,199290,283.0,22.0,6226.0,,,,,
바이오플러스,099430,3805.0,153479.0,583987595.0,,,,,
바이온,032980,,,,,,,,
바이젠셀,308080,5510.0,174469.0,961324190.0,,,,,
바텍,043150,17460.0,28952.0,505501920.0,,,,,
박셀바이오,323990,4145.0,85430.0,354107350.0,,,,,
방림,003610,5180.0,77770.0,402848600.0,,,,,
배럴,267790,3355.0,3454.0,11588170.0,,,,,
백금T&A,046310,2385.0,205727.0,490658895.0,,,,,
백산,035150,10050.0,21044.0,211492200.0,,,,,
밸로프,331520,1969.0,25203.0,49624707.0,,,,,
뱅크웨어글로벌,199480,2740.0,2860.0,7836400.0,,,,,
버넥트,438700,1703.0,13575.0,23118225.0,,,,,
버킷스튜디오,066410,1153.0,0.0,0.0,,,,,
범양건영,002410,1935.0,0.0,0.0,,,,,
범한퓨얼셀,382900,16120.0,160173.0,2581988760.0,,,,,
베노티앤알,206400,863.0,173549.0,149772787.0,,,,,
베뉴지,019010,4150.0,113784.0,472203600.0,,,,,
베셀,177350,681.0,101252.0,68952612.0,,,,,
벡트,457600,2775.0,266390.0,739232250.0,,,,,
벨로크,424760,1978.0,64825.0,128223850.0,,,,,
벽산,007210,1524.0,105219.0,160353756.0,,,,,
보광산업,225530,2010.0,146113.0,293687130.0,,,,,
보라티알,250000,5500.0,4891.0,26900500.0,,,,,
보락,002760,1012.0,412086.0,417031032.0,,,,,
보령,003850,8300.0,82987.0,688792100.0,,,,,
보로노이,310210,145600.0,56334.0,8202230400.0,,,,,
보성파워텍,006910,6480.0,524014.0,3395610720.0,,,,,
보해양조,000890,1486.0,880958.0,1309103588.0,,,,,
본느,226340,1679.0,13766.0,23113114.0,,,,,
볼빅,206950,1490.0,7.0,10430.0,,,,,
부스타,008470,3340.0,11681.0,39014540.0,,,,,
부광약품,003000,3905.0,248880.0,971876400.0,,,,,
부국증권우,001275,30500.0,1998.0,60939000.0,,,,,
부국증권,001270,53800.0,3079.0,165650200.0,,,,,
부국철강,026940,2065.0,527566.0,1089423790.0,,,,,
부방,014470,975.0,334826.0,326455350.0,,,,,
부산산업,011390,41600.0,2460.0,102336000.0,,,,,
부산주공,005030,486.0,0.0,0.0,,,,,
뷰노,338220,7380.0,13752.0,101489760.0,,,,,
뷰웍스,100120,23400.0,8492.0,198712800.0,,,,,
뷰티스킨,406820,2015.0,4213236.0,8489670540.0,,,,,
브레인즈컴퍼니,099390,3180.0,3323.0,10567140.0,,,,,
브리지텍,064480,2635.0,65981.0,173859935.0,,,,,
브릿지바이오테라퓨틱스,288330,416.0,0.0,0.0,,,,,
브이씨,365900,2760.0,34665.0,95675400.0,,,,,
브이엠,089970,108300.0,646482.0,70014000600.0,,,,,
브이원텍,251630,3355.0,20775.0,69700125.0,,,,,
브이티,018290,11820.0,186764.0,2207550480.0,,,,,
블랙야크아이앤씨,478560,2590.0,30196.0,78207640.0,,,,,
블루엠텍,439580,1714.0,81329.0,139397906.0,,,,,
블루콤,033560,4080.0,47454.0,193612320.0,,,,,
블루탑,191600,11880.0,1.0,11880.0,,,,,
블리츠웨이엔터테인먼트,369370,750.0,36566.0,27424500.0,,,,,
비나텍,126340,61600.0,94807.0,5840111200.0,,,,,
비덴트,121800,3320.0,0.0,0.0,,,,,
비보존 제약,082800,2410.0,135140.0,325687400.0,,,,,
비비씨,318410,6070.0,11980.0,72718600.0,,,,,
비비안,002070,13800.0,70614.0,974473200.0,,,,,
비상교육,100220,4860.0,19687.0,95678820.0,,,,,
비스토스,419540,3410.0,88051.0,300253910.0,,,,,
비씨엔씨,146320,10860.0,35008.0,380186880.0,,,,,
비씨월드제약,200780,3220.0,22850.0,73577000.0,,,,,
비아이매트릭스,413640,6250.0,7039.0,43993750.0,,,,,
비아트론,141000,8440.0,21373.0,180388120.0,,,,,
비에이치,090460,17740.0,243162.0,4313693880.0,,,,,
비에이치아이,083650,42650.0,177257.0,7560011050.0,,,,,
BF랩스,139050,,,,,,,,
비엔케이제1호스팩,445360,,,,,,,,
비엔케이제2호스팩,473370,,,,,,,,
비엘팜텍,065170,3205.0,4167792.0,13357773360.0,,,,,
비엠티,086670,15260.0,13214.0,201645640.0,,,,,
비올,335890,,,,,,,,
비유테크놀러지,230980,,,,,,,,
BGF에코머티리얼즈,126600,2870.0,35609.0,102197830.0,,,,,
비츠로셀,082920,28900.0,222797.0,6438833300.0,,,,,
비츠로시스,054220,1500.0,54736.0,82104000.0,,,,,
비츠로테크,042370,7960.0,124758.0,993073680.0,,,,,
비케이홀딩스,050090,379.0,22799.0,8640821.0,,,,,
비큐AI,148780,457.0,0.0,0.0,,,,,
비투엔,307870,867.0,562232.0,487455144.0,,,,,
비트맥스,377030,1504.0,8168.0,12284672.0,,,,,
비트컴퓨터,032850,3970.0,30264.0,120148080.0,,,,,
비피도,238200,2420.0,6605.0,15984100.0,,,,,
빅솔론,093190,8050.0,6589.0,53041450.0,,,,,
빅텍,065450,3080.0,227453.0,700555240.0,,,,,
빌리언스,044480,911.0,30431.0,27722641.0,,,,,
빙그레,005180,64700.0,18000.0,1164600000.0,,,,,
빛과전자,069540,2590.0,22614528.0,58571627520.0,,,,,
빛샘전자,072950,7320.0,134194.0,982300080.0,,,,,
뿌리깊은나무들,266170,1050.0,0.0,0.0,,,,,
삐아,451250,7000.0,9566.0,66962000.0,,,,,
사람인,143240,16100.0,11306.0,182026600.0,,,,,
사이냅소프트,466410,7750.0,11491.0,89055250.0,,,,,
사조대림,003960,29600.0,3547.0,104991200.0,,,,,
사조동아원,008040,822.0,301364.0,247721208.0,,,,,
사조산업,007160,48150.0,5976.0,287744400.0,,,,,
사조씨푸드,014710,9550.0,33866.0,323420300.0,,,,,
사조오양,006090,8510.0,54951.0,467633010.0,,,,,
사피엔반도체,452430,28300.0,32452.0,918391600.0,,,,,
산돌,419120,2555.0,9033.0,23079315.0,,,,,
산일전기,062040,170000.0,197118.0,33510060000.0,,,,,
삼기,122350,1915.0,14801971.0,28345774465.0,,,,,
삼기에너지솔루션즈,419050,1463.0,7689656.0,11249966728.0,,,,,
삼륭물산,014970,4245.0,38251.0,162375495.0,,,,,
삼목에스폼,018310,14200.0,7019.0,99669800.0,,,,,
삼미금속,012210,6250.0,44671.0,279193750.0,,,,,
삼보모터스,053700,4000.0,345571.0,1382284000.0,,,,,
삼보산업,009620,788.0,602391.0,474684108.0,,,,,
삼보판지,023600,8250.0,2185.0,18026250.0,,,,,
삼부토건,001470,347.0,0.0,0.0,,,,,
삼성E&A,028050,40850.0,909762.0,37163777700.0,,,,,
삼성FN리츠,448730,5330.0,69148.0,368558840.0,,,,,
삼성SDI우,006405,193700.0,4562.0,883659400.0,,,,,
삼성SDI,006400,434500.0,484964.0,210716858000.0,,,,,
삼성공조,006660,13580.0,7896426.0,107233465080.0,,,,,
삼성스팩8호,448740,,,,,,,,
삼성물산우B,02826K,204000.0,8807.0,1796628000.0,,,,,
삼성물산,028260,346000.0,652157.0,225646322000.0,,,,,
삼성바이오로직스,207940,1396000.0,29974.0,41843704000.0,,,,,
삼성생명,032830,331000.0,361459.0,119642929000.0,,,,,
삼성에스디에스,018260,199300.0,235615.0,46958069500.0,,,,,
삼성전기우,009155,467500.0,32845.0,15355037500.0,,,,,
삼성전기,009150,1277000.0,610491.0,779597007000.0,,,,,
삼성전자우,005935,172000.0,4446893.0,764865596000.0,,,,,
삼성전자,005930,255000.0,26605948.0,6784516740000.0,,,,,
삼성제약,001360,1302.0,372956.0,485588712.0,,,,,
삼성중공업,010140,22300.0,3737922.0,83355660600.0,,,,,
삼성증권,016360,107700.0,295251.0,31798532700.0,,,,,
삼성출판사,068290,6210.0,17640.0,109544400.0,,,,,
삼성카드,029780,47050.0,81429.0,3831234450.0,,,,,
삼성화재우,000815,407500.0,11504.0,4687880000.0,,,,,
삼성화재,000810,701000.0,145348.0,101888948000.0,,,,,
