종목명,종목코드,현재가,거래량,거래대금,PER,PBR,EPS,BPS,배당률
삼아알미늄,006110,35800.0,172781.0,6185559800.0,,,,,
삼아제약,009300,12520.0,3315.0,41503800.0,,,,,
삼양사우,145995,33150.0,108.0,3580200.0,,,,,
삼양사,145990,45200.0,8635.0,390302000.0,,,,,
삼양식품,003230,1069000.0,25263.0,27006147000.0,,,,,
삼양엔씨켐,482630,13350.0,144227.0,1925430450.0,,,,,
삼양케이씨아이,036670,5280.0,8014.0,42313920.0,,,,,
삼양통상,002170,56000.0,5369.0,300664000.0,,,,,
삼양패키징,272550,8660.0,16061.0,139088260.0,,,,,
삼양홀딩스우,000075,,,,,,,,
삼양홀딩스,000070,56400.0,5504.0,310425600.0,,,,,
3S,060310,1140.0,120509.0,137380260.0,,,,,
삼영무역,002810,21050.0,35146.0,739823300.0,,,,,
삼영,003720,5900.0,183102.0,1080301800.0,,,,,
삼영에스앤씨,361670,3495.0,4561.0,15940695.0,,,,,
삼영엠텍,054540,6300.0,105664.0,665683200.0,,,,,
삼영이엔씨,065570,764.0,0.0,0.0,,,,,
삼영전자,005680,14150.0,44124.0,624354600.0,,,,,
삼원강재,023000,2195.0,91548.0,200947860.0,,,,,
삼익THK,004380,7760.0,20553.0,159491280.0,,,,,
삼익악기,002450,1135.0,143686.0,163083610.0,,,,,
삼일,032280,1198.0,6713.0,8042174.0,,,,,
삼일기업공사,002290,3280.0,9296.0,30490880.0,,,,,
삼일씨엔에스,004440,5070.0,34492.0,174874440.0,,,,,
삼일제약,000520,6180.0,165512.0,1022864160.0,,,,,
삼정펄프,009770,27450.0,699.0,19187550.0,,,,,
삼지전자,037460,35050.0,63385.0,2221644250.0,,,,,
삼진,032750,2940.0,6531.0,19201140.0,,,,,
삼진엘앤디,054090,937.0,53930.0,50532410.0,,,,,
삼진제약,005500,17950.0,66587.0,1195236650.0,,,,,
삼천당제약,000250,184100.0,95712.0,17620579200.0,,,,,
삼천리,004690,114400.0,7573.0,866351200.0,,,,,
삼천리자전거,024950,3480.0,184004.0,640333920.0,,,,,
삼표시멘트,038500,7590.0,489366.0,3714287940.0,,,,,
삼현,437730,29000.0,56750.0,1645750000.0,,,,,
삼현철강,017480,4685.0,11372.0,53277820.0,,,,,
삼호개발,010960,3385.0,726869.0,2460451565.0,,,,,
삼화네트웍스,046390,1941.0,53571.0,103981311.0,,,,,
삼화왕관,004450,25550.0,188.0,4803400.0,,,,,
삼화전기,009470,23200.0,51220.0,1188304000.0,,,,,
삼화전자,011230,2750.0,551906.0,1517741500.0,,,,,
삼화콘덴서,001820,87000.0,237786.0,20687382000.0,,,,,
삼화페인트,000390,6050.0,86684.0,524438200.0,,,,,
상보,027580,1436.0,18091.0,25978676.0,,,,,
상상인,038540,1993.0,39660.0,79042380.0,,,,,
상상인제4호스팩,452670,,,,,,,,
상상인증권,001290,762.0,143545.0,109381290.0,,,,,
상신브레이크,041650,2120.0,5572.0,11812640.0,,,,,
상신이디피,091580,14740.0,71929.0,1060233460.0,,,,,
상신전자,263810,2500.0,134193.0,335482500.0,,,,,
상아프론테크,089980,13680.0,14426.0,197347680.0,,,,,
상지건설,042940,6040.0,58830.0,355333200.0,,,,,
새로닉스,042600,9050.0,7033.0,63648650.0,,,,,
새론오토모티브,075180,2975.0,3322.0,9882950.0,,,,,
새빗켐,107600,13120.0,10752.0,141066240.0,,,,,
샌즈랩,411080,3870.0,19614.0,75906180.0,,,,,
샘씨엔에스,252990,14570.0,791802.0,11536555140.0,,,,,
샘표,007540,42850.0,34329.0,1470997650.0,,,,,
샘표식품,248170,23900.0,382344.0,9138021600.0,,,,,
샤페론,378800,535.0,405207.0,216785745.0,,,,,
서남,294630,2630.0,250802.0,659609260.0,,,,,
서린바이오,038070,4435.0,6255.0,27740925.0,,,,,
서부T&D,006730,9900.0,535618.0,5302618200.0,,,,,
서산,079650,4090.0,5165843.0,21128297870.0,,,,,
서암기계공업,100660,3010.0,106170.0,319571700.0,,,,,
서연,007860,7550.0,23787.0,179591850.0,,,,,
서연이화,200880,10920.0,45118.0,492688560.0,,,,,
서연탑메탈,019770,3150.0,6100.0,19215000.0,,,,,
서울가스,017390,55800.0,3595.0,200601000.0,,,,,
서울리거,043710,3145.0,396.0,1245420.0,,,,,
서울바이오시스,092190,5800.0,129444.0,750775200.0,,,,,
서울반도체,046890,9090.0,220264.0,2002199760.0,,,,,
서울보증보험,031210,43100.0,28441.0,1225807100.0,,,,,
서울식품우,004415,4935.0,5088.0,25109280.0,,,,,
서울식품,004410,996.0,441742.0,439975032.0,,,,,
서울옥션,063170,4980.0,26457.0,131755860.0,,,,,
서울전자통신,027040,1980.0,94670.0,187446600.0,,,,,
서울제약,018680,2185.0,20668.0,45159580.0,,,,,
서울평가정보,036120,1642.0,102773.0,168753266.0,,,,,
서원,021050,1026.0,136771.0,140327046.0,,,,,
서원인텍,093920,4815.0,8168.0,39328920.0,,,,,
서전기전,189860,4025.0,49489.0,199193225.0,,,,,
서진시스템,178320,39300.0,556446.0,21868327800.0,,,,,
서진오토모티브,122690,1623.0,37196.0,60369108.0,,,,,
서플러스글로벌,140070,1666.0,53421.0,88999386.0,,,,,
서한,011370,807.0,74566.0,60174762.0,,,,,
서호전기,065710,42350.0,3016.0,127727600.0,,,,,
서흥,008490,20300.0,22274.0,452162200.0,,,,,
서희건설,035890,1998.0,249601.0,498702798.0,,,,,
석경에이티,357550,37000.0,6163.0,228031000.0,,,,,
선광,003100,19670.0,16782.0,330101940.0,,,,,
선도전기,007610,4915.0,531072.0,2610218880.0,,,,,
선바이오,067370,6160.0,10247.0,63121520.0,,,,,
선샤인푸드,217620,,,,,,,,
SUN&L,002820,2270.0,12856.0,29183120.0,,,,,
선익시스템,171090,55500.0,35473.0,1968751500.0,,,,,
선진,136490,9890.0,74591.0,737704990.0,,,,,
선진뷰티사이언스,086710,7080.0,53117.0,376068360.0,,,,,
성광벤드,014620,25900.0,81185.0,2102691500.0,,,,,
성도이엔지,037350,8400.0,111578.0,937255200.0,,,,,
성문전자우,014915,4450.0,2076.0,9238200.0,,,,,
성문전자,014910,2140.0,562658.0,1204088120.0,,,,,
성신양회우,004985,8950.0,9224.0,82554800.0,,,,,
성신양회,004980,8440.0,77484.0,653964960.0,,,,,
성안머티리얼스,011300,2765.0,224721.0,621353565.0,,,,,
성우,458650,8190.0,4322.0,35397180.0,,,,,
성우전자,081580,2345.0,20620.0,48353900.0,,,,,
성우테크론,045300,2465.0,14236.0,35091740.0,,,,,
성우하이텍,015750,5810.0,151910.0,882597100.0,,,,,
성일하이텍,365340,32100.0,41415.0,1329421500.0,,,,,
성창기업지주,000180,5010.0,32437.0,162509370.0,,,,,
성창오토텍,080470,2955.0,2989.0,8832495.0,,,,,
성호전자,043260,17830.0,1489617.0,26559871110.0,,,,,
세경하이테크,148150,2960.0,62119.0,183872240.0,,,,,
세기상사,002420,5130.0,7780.0,39911400.0,,,,,
세니젠,188260,2155.0,1358.0,2926490.0,,,,,
세동,053060,1444.0,59805.0,86358420.0,,,,,
세림B&G,340440,963.0,1548837.0,1491530031.0,,,,,
세명전기,017510,6620.0,110465.0,731278300.0,,,,,
세방우,004365,9080.0,1348.0,12239840.0,,,,,
세방,004360,12790.0,13290.0,169979100.0,,,,,
세방전지,004490,55000.0,49893.0,2744115000.0,,,,,
세보엠이씨,011560,21950.0,21342.0,468456900.0,,,,,
세븐브로이맥주,267080,486.0,0.0,0.0,,,,,
세아메카닉스,396300,2975.0,109319.0,325224025.0,,,,,
세아베스틸지주,001430,32500.0,92939.0,3020517500.0,,,,,
세아제강,306200,126400.0,6329.0,799985600.0,,,,,
세아제강지주,003030,99600.0,26626.0,2651949600.0,,,,,
세아특수강,019440,,,,,,,,
세아홀딩스,058650,118300.0,433.0,51223900.0,,,,,
세우글로벌,013000,1222.0,36289.0,44345158.0,,,,,
세운메디칼,100700,2285.0,71027.0,162296695.0,,,,,
세원물산,024830,8770.0,1496.0,13119920.0,,,,,
세원이앤씨,091090,,,,,,,,
세원정공,021820,10050.0,23557.0,236747850.0,,,,,
세이브존I&C,067830,2310.0,34137.0,78856470.0,,,,,
세종메디칼,258830,412.0,0.0,0.0,,,,,
세종텔레콤,036630,7000.0,22465.0,157255000.0,,,,,
세중,039310,1140.0,156161.0,178023540.0,,,,,
세진중공업,075580,12170.0,388043.0,4722483310.0,,,,,
세진티에스,067770,2045.0,37851.0,77405295.0,,,,,
세코닉스,053450,3570.0,18601.0,66405570.0,,,,,
세토피아,222810,,,,,,,,
세화피앤씨,252500,471.0,13121.0,6179991.0,,,,,
센서뷰,321370,1373.0,613735.0,842658155.0,,,,,
센코,347000,1744.0,33347.0,58157168.0,,,,,
셀레믹스,331920,10350.0,29157.0,301774950.0,,,,,
셀레스트라,352770,5250.0,0.0,0.0,,,,,
셀로맥스사이언스,471820,4280.0,273.0,1168440.0,,,,,
셀루메드,049180,1009.0,0.0,0.0,,,,,
셀리드,299660,1136.0,308047.0,349941392.0,,,,,
셀바스AI,108860,6480.0,95896.0,621406080.0,,,,,
셀바스헬스케어,208370,2485.0,70220.0,174496700.0,,,,,
셀바이오휴먼텍,318160,5940.0,16003.0,95057820.0,,,,,
셀비온,308430,13210.0,29412.0,388532520.0,,,,,
셀트리온,068270,175800.0,498638.0,87660560400.0,,,,,
셀트리온제약,068760,39800.0,82166.0,3270206800.0,,,,,
셀피글로벌,068940,778.0,0.0,0.0,,,,,
소노스퀘어,007720,1258.0,49606.0,62404348.0,,,,,
소니드,060230,1165.0,772292.0,899720180.0,,,,,
소룩스,290690,4625.0,1326802.0,6136459250.0,,,,,
소마젠,950200,2695.0,12913.0,34800535.0,,,,,
소프트센,032680,865.0,23631.0,20440815.0,,,,,
소프트센우,032685,9950.0,119.0,1184050.0,,,,,
소프트캠프,258790,4170.0,12690.0,52917300.0,,,,,
손오공,066910,2285.0,728744.0,1665180040.0,,,,,
솔디펜스,215090,1314.0,34836.0,45774504.0,,,,,
솔루스첨단소재1우,33637K,1633.0,10790.0,17620070.0,,,,,
솔루스첨단소재2우B,33637L,2045.0,5371.0,10983695.0,,,,,
솔루스첨단소재,336370,7200.0,152950.0,1101240000.0,,,,,
솔루엠,248070,14810.0,65156.0,964960360.0,,,,,
솔본,035610,4795.0,368119.0,1765130605.0,,,,,
솔브레인,357780,291500.0,50480.0,14714920000.0,,,,,
솔브레인홀딩스,036830,32100.0,33453.0,1073841300.0,,,,,
솔트룩스,304100,10960.0,15239.0,167019440.0,,,,,
솔트웨어,328380,2490.0,21940.0,54630600.0,,,,,
송원산업,004430,11800.0,157953.0,1863845400.0,,,,,
쇼박스,086980,2090.0,121192.0,253291280.0,,,,,
수산세보틱스,017550,1653.0,188428.0,311471484.0,,,,,
수산아이앤티,050960,7790.0,2294.0,17870260.0,,,,,
수산인더스트리,126720,20850.0,19125.0,398756250.0,,,,,
수성웹툰,084180,539.0,435543.0,234757677.0,,,,,
수젠텍,253840,4015.0,76442.0,306914630.0,,,,,
SOOP,067160,47300.0,50728.0,2399434400.0,,,,,
슈어소프트테크,298830,3795.0,206992.0,785534640.0,,,,,
슈프리마,236200,48050.0,24418.0,1173284900.0,,,,,
슈프리마에이치큐,094840,13190.0,38189.0,503712910.0,,,,,
슈피겐코리아,192440,29350.0,5772.0,169408200.0,,,,,
스마트레이더시스템,424960,3550.0,27249.0,96733950.0,,,,,
스맥,099440,2605.0,194811.0,507482655.0,,,,,
SKAI,357880,2830.0,990558.0,2803279140.0,,,,,
스코넥,276040,327.0,0.0,0.0,,,,,
스타에스엠리츠,204210,,,,,,,,
스타코링크,060240,194.0,1180954.0,229105076.0,,,,,
스타플렉스,115570,2515.0,13126.0,33011890.0,,,,,
스톤브릿지벤처스,330730,4465.0,14333.0,63996845.0,,,,,
스톰테크,352090,3545.0,6180.0,21908100.0,,,,,
스튜디오산타클로스,204630,,,,,,,,
스튜디오드래곤,253450,20400.0,41188.0,840235200.0,,,,,
스튜디오미르,408900,1005.0,20248.0,20349240.0,,,,,
스튜디오삼익,415380,1946.0,54710.0,106465660.0,,,,,
스틱인베스트먼트,026890,8430.0,88962.0,749949660.0,,,,,
스페코,013810,1752.0,44536.0,78027072.0,,,,,
스피어,347700,18890.0,718341.0,13569461490.0,,,,,
승일,049830,6430.0,418.0,2687740.0,,,,,
시공테크,020710,3680.0,73202.0,269383360.0,,,,,
시그네틱스,033170,435.0,251345.0,109335075.0,,,,,
시너지이노베이션,048870,1666.0,420191.0,700038206.0,,,,,
시노펙스,025320,3810.0,620523.0,2364192630.0,,,,,
시디즈,134790,18910.0,1347.0,25471770.0,,,,,
시선AI,340810,2340.0,27261.0,63790740.0,,,,,
시스웍,269620,889.0,0.0,0.0,,,,,
CR홀딩스,000480,4920.0,16430.0,80835600.0,,,,,
시지메드텍,056090,1065.0,377451.0,401985315.0,,,,,
시지트로닉스,429270,3565.0,34752.0,123890880.0,,,,,
시큐레터,418250,6550.0,0.0,0.0,,,,,
시큐브,131090,3880.0,4090.0,15869200.0,,,,,
시프트업,462870,32450.0,37467.0,1215804150.0,,,,,
신대양제지,016590,9430.0,11611.0,109491730.0,,,,,
신도기연,290520,1480.0,11051.0,16355480.0,,,,,
신도리코,029530,41900.0,4899.0,205268100.0,,,,,
신라교역,004970,9480.0,18034.0,170962320.0,,,,,
신라섬유,001000,960.0,4416348.0,4239694080.0,,,,,
신라에스지,025870,1999.0,270816.0,541361184.0,,,,,
신라젠,215600,2070.0,557398.0,1153813860.0,,,,,
신성델타테크,065350,27350.0,88592.0,2422991200.0,,,,,
신성에스티,416180,18740.0,10934.0,204903160.0,,,,,
신성이엔지,011930,15800.0,208031.0,3286889800.0,,,,,
신성통상,005390,,,,,,,,
신세계,004170,589000.0,33462.0,19709118000.0,,,,,
신세계 I&C,035510,12400.0,28622.0,354912800.0,,,,,
신세계인터내셔날,031430,11700.0,73020.0,854334000.0,,,,,
신세계푸드,031440,39100.0,5402.0,211218200.0,,,,,
신송홀딩스,006880,4870.0,66627.0,324473490.0,,,,,
신스틸,162300,1504.0,35497.0,53387488.0,,,,,
신시웨이,290560,1165.0,49458.0,57618570.0,,,,,
신신제약,002800,4305.0,86823.0,373773015.0,,,,,
신영와코루,005800,13130.0,1703.0,22360390.0,,,,,
신영증권,001720,149400.0,8144.0,1216713600.0,,,,,
신영스팩10호,472220,2095.0,557.0,1166915.0,,,,,
신영스팩8호,430220,,,,,,,,
신영스팩9호,445970,,,,,,,,
신원,009270,1049.0,607750.0,637529750.0,,,,,
신원종합개발,017000,2240.0,96072.0,215201280.0,,,,,
신일전자,002700,1130.0,26842424.0,30331939120.0,,,,,
신일제약,012790,5390.0,23779.0,128168810.0,,,,,
신진에스엠,138070,1480.0,37986.0,56219280.0,,,,,
신테카바이오,226330,1590.0,361649.0,575021910.0,,,,,
신풍,002870,971.0,125489.0,121849819.0,,,,,
신풍제약우,019175,12280.0,2188.0,26868640.0,,,,,
신풍제약,019170,8040.0,56085.0,450923400.0,,,,,
신한글로벌액티브리츠,481850,996.0,16720.0,16653120.0,,,,,
신한지주,055550,107900.0,1463864.0,157950925600.0,,,,,
신한서부티엔디리츠,404990,3600.0,50223.0,180802800.0,,,,,
신한알파리츠,293940,5170.0,243378.0,1258264260.0,,,,,
신한제11호스팩,452980,,,,,,,,
신한제12호스팩,474660,2055.0,349.0,717195.0,,,,,
신한제13호스팩,474930,2085.0,413.0,861105.0,,,,,
신한제14호스팩,487360,2005.0,2217.0,4445085.0,,,,,
신한제15호스팩,487830,2020.0,243.0,490860.0,,,,,
신한제16호스팩,496070,1987.0,1519.0,3018253.0,,,,,
신화인터텍,056700,1500.0,28532.0,42798000.0,,,,,
신화콘텍,187270,2890.0,5986.0,17299540.0,,,,,
신흥,004080,14000.0,1793.0,25102000.0,,,,,
신흥에스이씨,243840,4330.0,137011.0,593257630.0,,,,,
실리콘투,257720,36050.0,338419.0,12200004950.0,,,,,
심텍,222800,107400.0,493882.0,53042926800.0,,,,,
심텍홀딩스,036710,3695.0,312439.0,1154462105.0,,,,,
심플랫폼,444530,4560.0,41578.0,189595680.0,,,,,
싸이닉솔루션,234030,3125.0,45740.0,142937500.0,,,,,
싸이맥스,160980,37300.0,140386.0,5236397800.0,,,,,
싸이버원,356890,2150.0,21624.0,46491600.0,,,,,
싸이토젠,217330,3050.0,54239.0,165428950.0,,,,,
쌍방울,102280,,,,,,,,
써니전자,004770,1709.0,219846.0,375716814.0,,,,,
썬테크,217320,11000.0,1.0,11000.0,,,,,
썸에이지,208640,727.0,180750.0,131405250.0,,,,,
쎄노텍,222420,889.0,127681.0,113508409.0,,,,,
쎄니트,037760,2430.0,6171.0,14995530.0,,,,,
쎄크,081180,5610.0,36770.0,206279700.0,,,,,
쎄트렉아이,099320,77900.0,32632.0,2542032800.0,,,,,
쎌바이오텍,049960,15400.0,3831.0,58997400.0,,,,,
쏘닉스,088280,2745.0,19471.0,53447895.0,,,,,
쏘카,403550,9920.0,13282.0,131757440.0,,,,,
쏠리드,050890,9440.0,477670.0,4509204800.0,,,,,
쓰리빌리언,394800,5900.0,229768.0,1355631200.0,,,,,
쓰리에이로직스,177900,4060.0,17096.0,69409760.0,,,,,
씨메스,475400,15410.0,21099.0,325135590.0,,,,,
씨싸이트,109670,3935.0,5631.0,22157985.0,,,,,
씨씨에스,066790,1493.0,0.0,0.0,,,,,
씨아이에스,222080,7260.0,362226.0,2629760760.0,,,,,
씨아이테크,004920,939.0,262979.0,246937281.0,,,,,
씨알푸드,236030,2800.0,261.0,730800.0,,,,,
씨앗,103660,1694.0,393.0,665742.0,,,,,
씨앤씨인터내셔널,352480,19000.0,11632.0,221008000.0,,,,,
씨앤에스링크,245450,1599.0,1.0,1599.0,,,,,
CNH,023460,,,,,,,,
씨앤지하이테크,264660,12520.0,12306.0,154071120.0,,,,,
씨앤투스,352700,1468.0,89205.0,130952940.0,,,,,
CNT85,056730,1567.0,960.0,1504320.0,,,,,
씨어스테크놀로지,458870,30050.0,146427.0,4400131350.0,,,,,
CS,065770,1905.0,589769.0,1123509945.0,,,,,
씨에스베어링,297090,3760.0,75046.0,282172960.0,,,,,
CSA 코스믹,083660,230.0,0.0,0.0,,,,,
씨에스윈드,112610,39850.0,743468.0,29627199800.0,,,,,
씨엑스아이,900120,1091.0,6848.0,7471168.0,,,,,
씨엔알리서치,359090,1974.0,11953.0,23595222.0,,,,,
씨엔플러스,115530,1935.0,19868.0,38444580.0,,,,,
씨유메디칼,115480,1780.0,13052.0,23232560.0,,,,,
씨유테크,376290,2725.0,8937.0,24353325.0,,,,,
씨이랩,189330,8850.0,274187.0,2426554950.0,,,,,
CJ대한통운,000120,72500.0,47662.0,3455495000.0,,,,,
CJ 바이오사이언스,311690,3860.0,19784.0,76366240.0,,,,,
CJ CGV,079160,4375.0,689224.0,3015355000.0,,,,,
CJ ENM,035760,29300.0,65282.0,1912762600.0,,,,,
CJ제일제당 우,097955,119300.0,4106.0,489845800.0,,,,,
CJ제일제당,097950,184800.0,28325.0,5234460000.0,,,,,
CJ프레시웨이,051500,22700.0,8392.0,190498400.0,,,,,
씨젠,096530,28550.0,172361.0,4920906550.0,,,,,
CG인바이츠,083790,884.0,160541.0,141918244.0,,,,,
씨케이솔루션,480370,1156.0,60525.0,69966900.0,,,,,
씨큐브,101240,3035.0,11380.0,34538300.0,,,,,
씨티씨바이오,060590,2930.0,25360.0,74304800.0,,,,,
씨티알모빌리티,308170,3490.0,3738.0,13045620.0,,,,,
씨티케이,260930,2735.0,9374.0,25637890.0,,,,,
씨피시스템,413630,3360.0,21886096.0,73537282560.0,,,,,
아가방컴퍼니,013990,3600.0,82138.0,295696800.0,,,,,
아나패스,123860,13360.0,17780.0,237540800.0,,,,,
아난티,025980,3810.0,611433.0,2329559730.0,,,,,
아남전자,008700,1104.0,277805.0,306696720.0,,,,,
아모그린텍,125210,5930.0,45584.0,270313120.0,,,,,
아모레퍼시픽우,090435,39800.0,9676.0,385104800.0,,,,,
아모레퍼시픽,090430,124400.0,224697.0,27952306800.0,,,,,
아모레퍼시픽홀딩스우,002795,10640.0,12549.0,133521360.0,,,,,
아모레퍼시픽홀딩스3우C,00279K,20900.0,6850.0,143165000.0,,,,,
아모레퍼시픽홀딩스,002790,25000.0,218311.0,5457775000.0,,,,,
아모텍,052710,16980.0,388768.0,6601280640.0,,,,,
아미노로직스,074430,996.0,77536.0,77225856.0,,,,,
아미코젠,092040,1169.0,981056.0,1146854464.0,,,,,
아바코,083930,10210.0,35144.0,358820240.0,,,,,
아바텍,149950,8980.0,70159.0,630027820.0,,,,,
아비코전자,036010,6220.0,126302.0,785598440.0,,,,,
아세아,002030,184300.0,3348.0,617036400.0,,,,,
아세아시멘트,183190,9070.0,44769.0,406054830.0,,,,,
아세아제지,002310,7660.0,91873.0,703747180.0,,,,,
아세아텍,050860,1720.0,9922.0,17065840.0,,,,,
아센디오,012170,736.0,62738.0,46175168.0,,,,,
아셈스,136410,4770.0,26666.0,127196820.0,,,,,
아스타,246720,6070.0,0.0,0.0,,,,,
아스테라시스,450950,6190.0,20116.0,124518040.0,,,,,
아스트,067390,495.0,312602.0,154737990.0,,,,,
아스플로,159010,15100.0,103906.0,1568980600.0,,,,,
아시아경제,127710,1000.0,39515.0,39515000.0,,,,,
아시아나IDT,267850,9410.0,9239.0,86938990.0,,,,,
아시아나항공,020560,7080.0,323178.0,2288100240.0,,,,,
아우딘퓨쳐스,227610,1339.0,66889.0,89564371.0,,,,,
아이디스,143160,15380.0,8093.0,124470340.0,,,,,
아이디스홀딩스,054800,14280.0,3849.0,54963720.0,,,,,
아이디피,332370,5290.0,3595.0,19017550.0,,,,,
아이로보틱스,066430,2025.0,219589.0,444667725.0,,,,,
아이마켓코리아,122900,7450.0,62877.0,468433650.0,,,,,
아이비김영,339950,2735.0,93747.0,256398045.0,,,,,
아이비젼웍스,469750,655.0,106174.0,69543970.0,,,,,
IBKS제21호스팩,442770,,,,,,,,
IBKS제22호스팩,448760,,,,,,,,
IBKS제23호스팩,467930,2110.0,226510.0,477936100.0,,,,,
IBKS제24호스팩,469480,2130.0,0.0,0.0,,,,,
아이빔테크놀로지,460470,2800.0,27260.0,76328000.0,,,,,
아이센스,099190,15020.0,20246.0,304094920.0,,,,,
아이스크림미디어,461300,15620.0,12969.0,202575780.0,,,,,
아이스크림에듀,289010,919.0,58465.0,53729335.0,,,,,
아이쓰리시스템,214430,58300.0,34288.0,1998990400.0,,,,,
아이씨디,040910,4025.0,30030.0,120870750.0,,,,,
아이씨에이치,368600,590.0,830730.0,490130700.0,,,,,
아이씨티케이,456010,15660.0,358696.0,5617179360.0,,,,,
아이앤씨,052860,4270.0,27251.0,116361770.0,,,,,
아이언디바이스,464500,1825.0,22218.0,40547850.0,,,,,
아이에스동서,010780,18510.0,84669.0,1567223190.0,,,,,
ISC,095340,145000.0,131090.0,19008050000.0,,,,,
아이에스티이,212710,10140.0,103437.0,1048851180.0,,,,,
아이에이,038880,3885.0,177729.0,690477165.0,,,,,
아이엘,307180,4245.0,333483.0,1415635335.0,,,,,
아이엠,101390,,,,,,,,
iM금융지주,139130,18410.0,578581.0,10651676210.0,,,,,
아이엠비디엑스,461030,3185.0,4393.0,13991705.0,,,,,
iMBC,052220,1894.0,19060.0,36099640.0,,,,,
아이엠지티,456570,9800.0,367.0,3596600.0,,,,,
아이엠티,451220,9420.0,61410.0,578482200.0,,,,,
아이오바이오,447690,2685.0,2.0,5370.0,,,,,
아이윈,090150,529.0,167642.0,88682618.0,,,,,
아이윈플러스,123010,1554.0,0.0,0.0,,,,,
아이즈비전,031310,937.0,62846.0,58886702.0,,,,,
아이지넷,462980,1385.0,39464.0,54657640.0,,,,,
아이진,185490,1491.0,101877.0,151898607.0,,,,,
아이컴포넌트,059100,5010.0,9262.0,46402620.0,,,,,
아이케이세미콘,149010,3400.0,2109.0,7170600.0,,,,,
아이퀘스트,262840,2925.0,11276.0,32982300.0,,,,,
아이큐어,175250,2170.0,0.0,0.0,,,,,
아이크래프트,052460,3260.0,55839.0,182035140.0,,,,,
아이텍,119830,5600.0,136638.0,765172800.0,,,,,
아이톡시,052770,312.0,0.0,0.0,,,,,
아이티센글로벌,124500,20400.0,114295.0,2331618000.0,,,,,
아이티센씨티에스,031820,5070.0,18277.0,92664390.0,,,,,
아이티센엔텍,010280,4625.0,9780.0,45232500.0,,,,,
아이티센코어,243870,8000.0,241.0,1928000.0,,,,,
아이티센피엔에스,232830,1380.0,87982.0,121415160.0,,,,,
아이티아이즈,372800,2795.0,22632.0,63256440.0,,,,,
아이티엠반도체,084850,8470.0,99070.0,839122900.0,,,,,
아이패밀리에스씨,114840,8580.0,54569.0,468202020.0,,,,,
아주스틸,139990,2055.0,13516.0,27775380.0,,,,,
아주IB투자,027360,3380.0,614605.0,2077364900.0,,,,,
아즈텍WB,032080,1034.0,27454.0,28387436.0,,,,,
아진산업,013310,2530.0,106382.0,269146460.0,,,,,
아진엑스텍,059120,4550.0,98373.0,447597150.0,,,,,
아진전자부품,009320,1000.0,444087.0,444087000.0,,,,,
아크솔루션스,203690,,,,,,,,
아톤,158430,3810.0,153845.0,586149450.0,,,,,
아티스트스튜디오,200350,1917.0,19887.0,38123379.0,,,,,
아티스트컴퍼니,321820,2155.0,69605.0,149998775.0,,,,,
아퓨어스,149300,,,,,,,,
아하,102950,1650.0,1717.0,2833050.0,,,,,
안국약품,001540,11660.0,94845.0,1105892700.0,,,,,
안랩,053800,52400.0,217620.0,11403288000.0,,,,,
안지오랩,251280,1900.0,563.0,1069700.0,,,,,
안트로젠,065660,18310.0,22331.0,408880610.0,,,,,
알로이스,297570,1049.0,32569.0,34164881.0,,,,,
알루코,001780,1621.0,275848.0,447149608.0,,,,,
알리코제약,260660,2395.0,511742.0,1225622090.0,,,,,
알멕,354320,28250.0,64968.0,1835346000.0,,,,,
알비더블유,361570,1400.0,15230.0,21322000.0,,,,,
알서포트,131370,1491.0,457477.0,682098207.0,,,,,
알에스오토메이션,140670,8660.0,40714.0,352583240.0,,,,,
RF머트리얼즈,327260,46000.0,119899.0,5515354000.0,,,,,
알에프세미,096610,2965.0,0.0,0.0,,,,,
RF시스템즈,474610,5900.0,82112.0,484460800.0,,,,,
RFHIC,218410,46250.0,177519.0,8210253750.0,,,,,
알에프텍,061040,6750.0,5958.0,40216500.0,,,,,
알엔투테크놀로지,148250,2250.0,73831.0,166119750.0,,,,,
알체라,347860,1415.0,117776.0,166653040.0,,,,,
알테오젠,196170,276500.0,312416.0,86383024000.0,,,,,
알톤,123750,2190.0,158043.0,346114170.0,,,,,
알티캐스트,085810,1721.0,6506.0,11196826.0,,,,,
알파녹스,043100,520.0,0.0,0.0,,,,,
알파칩스,117670,8440.0,5492.0,46352480.0,,,,,
알피바이오,314140,5670.0,13622.0,77236740.0,,,,,
압타머사이언스,291650,941.0,39063.0,36758283.0,,,,,
압타바이오,293780,4245.0,24277.0,103055865.0,,,,,
애경산업,018250,11570.0,49977.0,578233890.0,,,,,
애경케미칼,161000,9030.0,110100.0,994203000.0,,,,,
애니메디솔루션,390110,83.0,71524.0,5936492.0,,,,,
애니플러스,310200,2730.0,306929.0,837916170.0,,,,,
애드바이오텍,179530,1959.0,37980.0,74402820.0,,,,,
애머릿지,900100,1930.0,5334.0,10294620.0,,,,,
액토즈소프트,052790,4220.0,24739.0,104398580.0,,,,,
액트로,290740,7890.0,13989.0,110373210.0,,,,,
앤디포스,238090,2310.0,47930.0,110718300.0,,,,,
앤씨앤,092600,2350.0,29398.0,69085300.0,,,,,
앱코,129890,939.0,126304.0,118599456.0,,,,,
앱클론,174900,21950.0,70257.0,1542141150.0,,,,,
앱트뉴로사이언스,270520,3080.0,290126.0,893588080.0,,,,,
