종목코드,종목명,시장구분
017390,서울가스,코스피
043710,서울리거,코스닥
092190,서울바이오시스,코스닥
046890,서울반도체,KOSDAQ GLOBAL
031210,서울보증보험,코스피
004415,서울식품우,코스피
004410,서울식품,코스피
063170,서울옥션,코스닥
027040,서울전자통신,코스닥
018680,서울제약,코스닥
036120,서울평가정보,코스닥
021050,서원,코스피
093920,서원인텍,코스닥
189860,서전기전,코스닥
178320,서진시스템,코스닥
122690,서진오토모티브,코스닥
140070,서플러스글로벌,코스닥
011370,서한,코스닥
065710,서호전기,코스닥
008490,서흥,코스피
035890,서희건설,코스닥
357550,석경에이티,코스닥
003100,선광,코스닥
007610,선도전기,코스피
067370,선바이오,코스닥
217620,선샤인푸드,코스닥
002820,SUN&L,코스피
171090,선익시스템,코스닥
136490,선진,코스피
086710,선진뷰티사이언스,코스닥
014620,성광벤드,코스닥
037350,성도이엔지,코스닥
014915,성문전자우,코스피
014910,성문전자,코스피
004985,성신양회우,코스피
004980,성신양회,코스피
011300,성안머티리얼스,코스피
458650,성우,코스닥
081580,성우전자,코스닥
045300,성우테크론,코스닥
015750,성우하이텍,코스닥
365340,성일하이텍,코스닥
000180,성창기업지주,코스피
080470,성창오토텍,코스닥
043260,성호전자,코스닥
148150,세경하이테크,코스닥
002420,세기상사,코스피
188260,세니젠,코스닥
053060,세동,코스닥
340440,세림B&G,코스닥
017510,세명전기,코스닥
004365,세방우,코스피
004360,세방,코스피
004490,세방전지,코스피
011560,세보엠이씨,코스닥
267080,세븐브로이맥주,KONEX
396300,세아메카닉스,코스닥
001430,세아베스틸지주,코스피
306200,세아제강,코스피
003030,세아제강지주,코스피
019440,세아특수강,코스피
058650,세아홀딩스,코스피
013000,세우글로벌,코스피
100700,세운메디칼,코스닥
024830,세원물산,코스닥
091090,세원이앤씨,코스피
021820,세원정공,코스피
067830,세이브존I&C,코스피
258830,세종메디칼,코스닥
036630,세종텔레콤,코스닥
039310,세중,코스닥
075580,세진중공업,코스피
067770,세진티에스,코스닥
053450,세코닉스,코스닥
222810,세토피아,코스닥
252500,세화피앤씨,코스닥
321370,센서뷰,코스닥
347000,센코,코스닥
331920,셀레믹스,코스닥
352770,셀레스트라,코스닥
471820,셀로맥스사이언스,코스닥
049180,셀루메드,코스닥
299660,셀리드,코스닥
108860,셀바스AI,코스닥
208370,셀바스헬스케어,코스닥
318160,셀바이오휴먼텍,코스닥
308430,셀비온,코스닥
068270,셀트리온,코스피
068760,셀트리온제약,코스닥
068940,셀피글로벌,코스닥
007720,소노스퀘어,코스닥
060230,소니드,코스닥
290690,소룩스,코스닥
950200,소마젠,코스닥
032680,소프트센,코스닥
032685,소프트센우,코스닥
258790,소프트캠프,코스닥
066910,손오공,코스닥
215090,솔디펜스,코스닥
33637K,솔루스첨단소재1우,코스피
33637L,솔루스첨단소재2우B,코스피
336370,솔루스첨단소재,코스피
248070,솔루엠,코스피
035610,솔본,코스닥
357780,솔브레인,KOSDAQ GLOBAL
036830,솔브레인홀딩스,KOSDAQ GLOBAL
304100,솔트룩스,코스닥
328380,솔트웨어,코스닥
004430,송원산업,코스피
086980,쇼박스,코스닥
017550,수산세보틱스,코스피
050960,수산아이앤티,코스닥
126720,수산인더스트리,코스피
084180,수성웹툰,코스닥
253840,수젠텍,코스닥
067160,SOOP,KOSDAQ GLOBAL
298830,슈어소프트테크,코스닥
236200,슈프리마,코스닥
094840,슈프리마에이치큐,코스닥
192440,슈피겐코리아,코스닥
424960,스마트레이더시스템,코스닥
099440,스맥,코스닥
357880,SKAI,코스닥
276040,스코넥,코스닥
204210,스타에스엠리츠,코스피
060240,스타코링크,코스닥
115570,스타플렉스,코스닥
330730,스톤브릿지벤처스,코스닥
352090,스톰테크,코스닥
204630,스튜디오산타클로스,코스닥
253450,스튜디오드래곤,KOSDAQ GLOBAL
408900,스튜디오미르,코스닥
415380,스튜디오삼익,코스닥
026890,스틱인베스트먼트,코스피
013810,스페코,코스닥
347700,스피어,코스닥
049830,승일,코스닥
020710,시공테크,코스닥
033170,시그네틱스,코스닥
048870,시너지이노베이션,코스닥
025320,시노펙스,코스닥
134790,시디즈,코스피
340810,시선AI,코스닥
269620,시스웍,코스닥
000480,CR홀딩스,코스피
056090,시지메드텍,코스닥
429270,시지트로닉스,코스닥
418250,시큐레터,코스닥
131090,시큐브,코스닥
462870,시프트업,코스피
016590,신대양제지,코스피
290520,신도기연,코스닥
029530,신도리코,코스피
004970,신라교역,코스피
001000,신라섬유,코스닥
025870,신라에스지,코스닥
215600,신라젠,코스닥
065350,신성델타테크,코스닥
416180,신성에스티,코스닥
011930,신성이엔지,코스피
005390,신성통상,코스피
004170,신세계,코스피
035510,신세계 I&C,코스피
031430,신세계인터내셔날,코스피
031440,신세계푸드,코스피
006880,신송홀딩스,코스피
162300,신스틸,코스닥
290560,신시웨이,코스닥
002800,신신제약,코스닥
005800,신영와코루,코스피
001720,신영증권,코스피
472220,신영스팩10호,코스닥
430220,신영스팩8호,코스닥
445970,신영스팩9호,코스닥
009270,신원,코스피
017000,신원종합개발,코스닥
002700,신일전자,코스피
012790,신일제약,코스닥
138070,신진에스엠,코스닥
226330,신테카바이오,코스닥
002870,신풍,코스피
019175,신풍제약우,코스피
019170,신풍제약,코스피
481850,신한글로벌액티브리츠,코스피
055550,신한지주,코스피
404990,신한서부티엔디리츠,코스피
293940,신한알파리츠,코스피
452980,신한제11호스팩,코스닥
474660,신한제12호스팩,코스닥
474930,신한제13호스팩,코스닥
487360,신한제14호스팩,코스닥
487830,신한제15호스팩,코스닥
496070,신한제16호스팩,코스닥
056700,신화인터텍,코스닥
187270,신화콘텍,코스닥
004080,신흥,코스피
243840,신흥에스이씨,코스닥
257720,실리콘투,코스닥
222800,심텍,KOSDAQ GLOBAL
036710,심텍홀딩스,코스닥
444530,심플랫폼,코스닥
234030,싸이닉솔루션,코스닥
160980,싸이맥스,코스닥
356890,싸이버원,코스닥
217330,싸이토젠,코스닥
102280,쌍방울,코스피
004770,써니전자,코스피
217320,썬테크,KONEX
208640,썸에이지,코스닥
222420,쎄노텍,코스닥
037760,쎄니트,코스닥
081180,쎄크,코스닥
099320,쎄트렉아이,코스닥
049960,쎌바이오텍,코스닥
088280,쏘닉스,코스닥
403550,쏘카,코스피
050890,쏠리드,코스닥
394800,쓰리빌리언,코스닥
177900,쓰리에이로직스,코스닥
475400,씨메스,코스닥
109670,씨싸이트,코스닥
066790,씨씨에스,코스닥
222080,씨아이에스,KOSDAQ GLOBAL
004920,씨아이테크,코스피
236030,씨알푸드,KONEX
103660,씨앗,KONEX
352480,씨앤씨인터내셔널,코스닥
245450,씨앤에스링크,KONEX
023460,CNH,코스닥
264660,씨앤지하이테크,코스닥
352700,씨앤투스,코스닥
056730,CNT85,코스닥
458870,씨어스테크놀로지,코스닥
065770,CS,코스닥
297090,씨에스베어링,코스닥
083660,CSA 코스믹,코스닥
112610,씨에스윈드,코스피
900120,씨엑스아이,코스닥
359090,씨엔알리서치,코스닥
115530,씨엔플러스,코스닥
115480,씨유메디칼,코스닥
376290,씨유테크,코스닥
189330,씨이랩,코스닥
000120,CJ대한통운,코스피
311690,CJ 바이오사이언스,코스닥
079160,CJ CGV,코스피
035760,CJ ENM,KOSDAQ GLOBAL
097955,CJ제일제당 우,코스피
097950,CJ제일제당,코스피
051500,CJ프레시웨이,코스닥
096530,씨젠,코스닥
083790,CG인바이츠,코스닥
480370,씨케이솔루션,코스피
101240,씨큐브,코스닥
060590,씨티씨바이오,코스닥
308170,씨티알모빌리티,코스피
260930,씨티케이,코스닥
413630,씨피시스템,코스닥
013990,아가방컴퍼니,코스닥
123860,아나패스,코스닥
025980,아난티,코스닥
008700,아남전자,코스피
125210,아모그린텍,코스닥
090435,아모레퍼시픽우,코스피
090430,아모레퍼시픽,코스피
002795,아모레퍼시픽홀딩스우,코스피
00279K,아모레퍼시픽홀딩스3우C,코스피
002790,아모레퍼시픽홀딩스,코스피
052710,아모텍,코스닥
074430,아미노로직스,코스닥
092040,아미코젠,코스닥
083930,아바코,코스닥
149950,아바텍,코스닥
036010,아비코전자,코스닥
002030,아세아,코스피
183190,아세아시멘트,코스피
002310,아세아제지,코스피
050860,아세아텍,코스닥
012170,아센디오,코스피
136410,아셈스,코스닥
246720,아스타,코스닥
450950,아스테라시스,코스닥
067390,아스트,코스닥
159010,아스플로,코스닥
127710,아시아경제,코스닥
267850,아시아나IDT,코스피
020560,아시아나항공,코스피
227610,아우딘퓨쳐스,코스닥
143160,아이디스,코스닥
054800,아이디스홀딩스,코스닥
332370,아이디피,코스닥
066430,아이로보틱스,코스닥
122900,아이마켓코리아,코스피
339950,아이비김영,코스닥
469750,아이비젼웍스,코스닥
442770,IBKS제21호스팩,코스닥
448760,IBKS제22호스팩,코스닥
467930,IBKS제23호스팩,코스닥
469480,IBKS제24호스팩,코스닥
460470,아이빔테크놀로지,코스닥
099190,아이센스,코스닥
461300,아이스크림미디어,코스닥
289010,아이스크림에듀,코스닥
214430,아이쓰리시스템,코스닥
040910,아이씨디,코스닥
368600,아이씨에이치,코스닥
456010,아이씨티케이,코스닥
052860,아이앤씨,코스닥
464500,아이언디바이스,코스닥
010780,아이에스동서,코스피
095340,ISC,KOSDAQ GLOBAL
212710,아이에스티이,코스닥
038880,아이에이,코스닥
307180,아이엘,코스닥
101390,아이엠,코스닥
139130,iM금융지주,코스피
461030,아이엠비디엑스,코스닥
052220,iMBC,코스닥
456570,아이엠지티,KONEX
451220,아이엠티,코스닥
447690,아이오바이오,KONEX
090150,아이윈,코스닥
123010,아이윈플러스,코스닥
031310,아이즈비전,코스닥
462980,아이지넷,코스닥
185490,아이진,코스닥
059100,아이컴포넌트,코스닥
149010,아이케이세미콘,KONEX
262840,아이퀘스트,코스닥
175250,아이큐어,코스닥
052460,아이크래프트,코스닥
119830,아이텍,코스닥
052770,아이톡시,코스닥
124500,아이티센글로벌,코스닥
031820,아이티센씨티에스,코스피
010280,아이티센엔텍,코스닥
243870,아이티센코어,KONEX
232830,아이티센피엔에스,코스닥
372800,아이티아이즈,코스닥
084850,아이티엠반도체,KOSDAQ GLOBAL
114840,아이패밀리에스씨,코스닥
139990,아주스틸,코스피
027360,아주IB투자,코스닥
032080,아즈텍WB,코스닥
013310,아진산업,코스닥
059120,아진엑스텍,코스닥
009320,아진전자부품,코스피
203690,아크솔루션스,코스닥
158430,아톤,코스닥
200350,아티스트스튜디오,코스닥
321820,아티스트컴퍼니,코스닥
149300,아퓨어스,KONEX
102950,아하,KONEX
001540,안국약품,코스닥
053800,안랩,코스닥
251280,안지오랩,KONEX
065660,안트로젠,코스닥
297570,알로이스,코스닥
001780,알루코,코스피
260660,알리코제약,코스닥
354320,알멕,코스닥
361570,알비더블유,코스닥
131370,알서포트,코스닥
140670,알에스오토메이션,코스닥
327260,RF머트리얼즈,코스닥
096610,알에프세미,코스닥
474610,RF시스템즈,코스닥
218410,RFHIC,코스닥
061040,알에프텍,코스닥
148250,알엔투테크놀로지,코스닥
347860,알체라,코스닥
196170,알테오젠,KOSDAQ GLOBAL
123750,알톤,코스닥
085810,알티캐스트,코스닥
043100,알파녹스,코스닥
117670,알파칩스,코스닥
314140,알피바이오,코스닥
291650,압타머사이언스,코스닥
293780,압타바이오,코스닥
018250,애경산업,코스피
161000,애경케미칼,코스피
390110,애니메디솔루션,KONEX
310200,애니플러스,코스닥
179530,애드바이오텍,코스닥
900100,애머릿지,코스닥
052790,액토즈소프트,코스닥
290740,액트로,코스닥
238090,앤디포스,코스닥
092600,앤씨앤,코스닥
129890,앱코,코스닥
174900,앱클론,코스닥
270520,앱트뉴로사이언스,코스닥
255440,야스,코스닥
030960,양지사,코스닥
102120,어보브반도체,코스닥
238120,얼라인드,코스닥
224810,엄지하우스,KONEX
019990,에너토크,코스닥
011090,에넥스,코스피
435570,에르코스,코스닥
270660,에브리봇,코스닥
038680,에스넷,코스닥
137310,에스디바이오센서,코스피
217480,에스디생명공학,코스닥
121890,에스디시스템,코스닥
099220,SDN,코스닥
304360,에스바이오메딕스,코스닥
289080,SV인베스트먼트,코스닥
389500,에스비비테크,코스닥
003080,SB성보,코스피
019550,SBI인베스트먼트,코스닥
034120,SBS,코스피
042110,에스씨디,코스닥
246960,SCL사이언스,코스닥
298060,에스씨엠생명과학,코스닥
065420,에스아이리소스,코스닥
270210,에스알바이오텍,KONEX
103230,에스앤더블류,코스닥
260970,에스앤디,코스닥
101490,에스앤에스텍,코스닥
095910,에스에너지,코스닥
275630,에스에스알,코스닥
419530,SAMG엔터,코스닥
031330,에스에이엠티,코스닥
060540,에스에이티,코스닥
056190,에스에프에이,KOSDAQ GLOBAL
036540,SFA반도체,코스닥
091340,S&K폴리텍,코스닥
005850,에스엘,코스피
246250,에스엘에스바이오,코스닥
063440,SM Life Design,코스닥
010580,에스엠벡셀,코스피
460870,에스엠씨지,코스닥
041510,에스엠,KOSDAQ GLOBAL
048550,SM C&C,코스닥
007820,에스엠코어,코스닥
464080,에스오에스랩,코스닥
109610,에스와이,코스닥
365330,에스와이스틸텍,코스닥
012750,에스원,코스피
019590,에스유앤피,코스닥
306040,에스제이그룹,코스닥
033530,SJG세종,코스피
217910,에스제이켐,KONEX
004060,SG세계물산,코스피
016250,SGC E&C,코스닥
049470,SGA,코스닥
184230,SGA솔루션즈,코스닥
040610,SG&G,코스닥
255220,SG,코스닥
398120,에스지헬스케어,코스닥
006125,SK디스커버리우,코스피
006120,SK디스커버리,코스피
302440,SK바이오사이언스,코스피
326030,SK바이오팜,코스피
475150,SK이터닉스,코스피
457940,에스케이증권제10호스팩,코스닥
472230,에스케이증권제11호스팩,코스닥
473000,에스케이증권제12호스팩,코스닥
473950,에스케이증권제13호스팩,코스닥
455910,에스케이증권제9호스팩,코스닥
000660,SK하이닉스,코스피
475660,에스켐,코스닥
096630,에스코넥,코스닥
069510,에스텍,코스닥
234300,에스트래픽,코스닥
039440,에스티아이,코스닥
098660,에스티오,코스닥
052020,에스티큐브,코스닥
237690,에스티팜,KOSDAQ GLOBAL
050760,에스폴리텍,코스닥
288620,에스퓨얼셀,코스닥
443670,에스피소프트,코스닥
317830,에스피시스템스,코스닥
058610,에스피지,코스닥
043340,에쎈테크,코스닥
023960,에쓰씨엔지니어링,코스피
163280,에어레인,코스닥
298690,에어부산,코스피
054630,에이디칩스,코스닥
200710,에이디테크놀로지,코스닥
475580,에이럭스,코스닥
096690,에이루트,코스닥
078520,에이블씨엔씨,코스피
298380,에이비엘바이오,코스닥
203400,에이비온,코스닥
195990,에이비프로바이오,코스닥
003800,에이스침대,코스닥
088800,에이스테크,코스닥
241840,에이스토리,코스닥
364950,에이아이코리아,코스닥
453860,에이에스텍,코스닥
312610,에이에프더블류,코스닥
015260,에이엔피,코스피
172670,에이엘티,코스닥
495900,에이엠시지,KONEX
234070,에이원알폼,KONEX
481070,에이유브랜즈,코스닥
140910,에이리츠,코스피
445090,에이직랜드,코스닥
039570,HDC랩스,코스피
089470,HDC현대EP,코스피
009540,HD한국조선해양,코스피
267270,HD현대건설기계,코스피
443060,HD현대마린솔루션,코스피
071970,HD현대마린엔진,코스피
010620,HD현대미포,코스피
267250,HD현대,코스피
322000,HD현대에너지솔루션,코스피
042670,HD현대인프라코어,코스피
267260,HD현대일렉트릭,코스피
329180,HD현대중공업,코스피
295310,에이치브이엠,코스닥
297890,HB솔루션,코스닥
440290,HB인베스트먼트,코스닥
078150,HB테크놀러지,코스닥
072990,에이치시티,코스닥
036640,HRS,코스닥
002460,HS화성,코스피
487570,HS효성,코스피
298050,HS효성첨단소재,코스피
044990,에이치엔에스하이텍,코스닥
028300,HLB,코스닥
003580,HLB글로벌,코스피
278650,HLB바이오스텝,코스닥
343090,HLB사이언스,KONEX
067630,HLB생명과학,코스닥
187420,HLB제넥스,코스닥
047920,HLB제약,코스닥
115450,HLB테라퓨틱스,코스닥
046210,HLB파나진,코스닥
196300,HLB펩,코스닥
239610,에이치엘사이언스,코스닥
036170,에이치엠넥스,코스닥
462020,에이치엠씨제6호스팩,코스닥
477340,에이치엠씨제7호스팩,코스닥
011200,HMM,코스피
148930,에이치와이티씨,코스닥
376270,에이치이엠파마,코스닥
044780,에이치케이,코스닥
195940,HK이노엔,KOSDAQ GLOBAL
403870,HPSP,KOSDAQ GLOBAL
357230,에이치피오,코스닥
355690,에이텀,코스닥
071670,에이테크솔루션,코스닥
045660,에이텍,코스닥
224110,에이텍모빌리티,코스닥
021080,에이티넘인베스트,코스닥
200470,에이팩트,코스닥
207490,에이펙스인텍,KONEX
262260,에이프로,코스닥
003060,에이프로젠바이오로직스,코스피
007460,에이프로젠,코스피
397030,에이프릴바이오,코스닥
244920,에이플러스에셋,코스피
265520,AP시스템,코스닥
278470,에이피알,코스피
054620,APS,코스닥
211270,AP위성,코스닥
109960,AP헬스케어,코스닥
230240,에치에프알,코스닥
159910,에코글로우,코스닥
230360,에코마케팅,코스닥
038870,에코바이오,코스닥
097780,에코볼트,코스닥
448280,에코아이,코스닥
101360,에코앤드림,코스닥
128540,에코캡,코스닥
086520,에코프로,KOSDAQ GLOBAL
450080,에코프로머티,코스피
247540,에코프로비엠,KOSDAQ GLOBAL
383310,에코프로에이치엔,코스닥
038110,에코플라스틱,코스닥
073540,에프알텍,코스닥
064850,에프앤가이드,코스닥
214270,FSN,코스닥
036810,에프에스티,코스닥
173940,에프엔씨엔터,코스닥
083500,에프엔에스테크,코스닥
446440,에피바이오텍,KONEX
054940,엑사이엔씨,코스닥
950130,엑세스바이오,코스닥
373110,엑셀세라퓨틱스,코스닥
205100,엑셈,코스닥
356680,엑스게이트,코스닥
070300,엑스큐어,코스닥
317770,엑스페릭스,코스닥
373200,엑스플러스,코스닥
069920,엑시온그룹,코스닥
092870,엑시콘,코스닥
019490,엑시큐어하이트론,코스피
317870,엔바이오니아,코스닥
067570,엔브이에이치코리아,코스닥
236810,엔비티,코스닥
140610,엔솔바이오사이언스,KONEX
333620,엔시스,코스닥
101400,엔시트론,코스닥
036570,엔씨소프트,코스피
238170,엔에스엠,KONEX
078860,엔에스이엔엠,코스닥
224760,엔에스컴퍼니,KONEX
440820,엔에이치스팩27호,코스닥
451700,엔에이치스팩29호,코스닥
466910,엔에이치스팩30호,코스닥
481890,엔에이치스팩31호,코스닥
104200,NHN벅스,코스닥
060250,NHN KCP,코스닥
400760,NH올원리츠,코스피
005945,NH투자증권우,코스피
005940,NH투자증권,코스피
265740,엔에프씨,코스닥
053290,NE능률,코스닥
354200,엔젠바이오,코스닥
455900,엔젤로보틱스,코스닥
419080,엔젯,코스닥
093510,엔지브이아이,KONEX
208860,엔지스테크널러지,코스닥
183490,엔지켐생명과학,코스닥
085310,엔케이,코스피
182400,엔케이맥스,코스닥
348370,엔켐,코스닥
069410,엔텔스,코스닥
227950,엔투텍,코스닥
291230,엔피,코스닥
222160,NPX,코스닥
048830,엔피케이,코스닥
096870,엘디티,코스닥
276240,엘리비젼,KONEX
900140,엘브이엠씨홀딩스,코스피
061970,LB세미콘,코스닥
309960,LB인베스트먼트,코스닥
290650,엘앤씨바이오,코스닥
066970,엘앤에프,코스피
156100,엘앤케이바이오,코스닥
060370,LS마린솔루션,코스닥
417200,LS머트리얼즈,코스닥
078020,LS증권,코스닥
322180,LS티라유텍,코스닥
311060,엘에이티,KONEX
108675,LX하우시스우,코스피
108670,LX하우시스,코스피
38380K,LX홀딩스1우,코스피
383800,LX홀딩스,코스피
073110,엘엠에스,코스닥
083310,엘오티베큠,코스닥
064400,LG씨엔에스,코스피
037560,LG헬로비전,코스피
037950,엘컴텍,코스닥
225190,LK삼양,코스닥
489500,엘케이켐,코스닥
170920,엘티씨,코스닥
476080,M83,코스닥
058630,엠게임,코스닥
226590,엠디바이스,코스닥
058970,엠로,코스닥
097520,엠씨넥스,코스피
373170,엠아이큐브솔루션,코스닥
179290,엠아이텍,코스닥
484870,엠앤씨솔루션,코스피
009780,엠에스씨,코스닥
123040,엠에스오토텍,코스닥
432980,엠에프씨,코스닥
413390,엠오티,코스닥
032790,엠젠솔루션,코스닥
033160,엠케이전자,코스닥
347890,엠투아이,코스닥
033310,엠투엔,코스닥
259630,엠플러스,코스닥
105550,엣지파운드리,코스닥
060850,영림원소프트랩,코스닥
014440,영보화학,코스피
143540,영우디에스피,코스닥
111770,영원무역,코스피
009970,영원무역홀딩스,코스피
003520,영진약품,코스피
000670,영풍,코스피
006740,영풍제지,코스피
012280,영화금속,코스피
265560,영화테크,코스닥
012160,영흥,코스피
036000,예림당,코스닥
250930,예선테크,코스닥
053280,예스24,코스닥
122640,예스티,코스닥
476040,오가노이드사이언스,코스닥
900300,오가닉티코스메틱,코스닥
212310,오건에코텍,KONEX
045060,오공,코스닥
192410,오늘이엔엠,코스닥
080520,오디텍,코스닥
007310,오뚜기,코스피
039830,오로라,코스닥
322310,오로스테크놀로지,코스닥
046120,오르비텍,코스닥
475830,오름테라퓨틱,코스닥
014940,오리엔탈정공,코스닥
002630,오리엔트바이오,코스피
065500,오리엔트정공,코스닥
271560,오리온,코스피
001800,오리온홀딩스,코스피
010470,오리콤,코스닥
417860,오브젠,코스닥
352910,오비고,코스닥
053980,오상자이엘,코스닥
036220,오상헬스케어,코스닥
052420,오성첨단소재,코스닥
332190,오션스바이오,KONEX
052300,오션인더블유,코스닥
039200,오스코텍,코스닥
031510,오스템,코스닥
010060,OCI홀딩스,코스피
368970,오에스피,코스닥
138080,오이솔루션,코스닥
080580,오킨스전자,코스닥
067170,오텍,코스닥
353590,오토앤,코스닥
173130,오파스넷,코스닥
049480,오픈베이스,코스닥
394280,오픈엣지테크놀로지,코스닥
309930,오하임앤컴퍼니,코스닥
476060,온코닉테라퓨틱스,코스닥
382150,온코크로스,코스닥
005320,온타이드,코스피
244460,올리패스,코스닥
226950,올릭스,코스닥
057540,옴니시스템,코스닥
131030,옵투스제약,코스닥
082210,옵트론텍,코스닥
109080,옵티시스,코스닥
380540,옵티코어,코스닥
153710,옵티팜,코스닥
051390,YW,코스닥
432430,와이랩,코스닥
338840,와이바이오로직스,코스닥
057030,YBM넷,코스닥
122990,와이솔,코스닥
232140,와이씨,코스닥
112290,와이씨켐,코스닥
065530,와이어블,코스닥
067900,와이엔텍,코스닥
007530,와이엠,코스닥
155650,와이엠씨,코스닥
273640,와이엠텍,코스닥
251370,와이엠티,코스닥
209640,와이제이링크,코스닥
096250,와이즈넛,코스닥
273060,와이즈버즈,코스닥
019210,와이지-원,코스닥
122870,와이지엔터테인먼트,코스닥
037270,YG PLUS,코스피
011690,와이투솔루션,코스피
040300,YTN,코스닥
079000,와토스코리아,코스닥
316140,우리금융지주,코스피
032820,우리기술,코스닥
041190,우리기술투자,코스닥
115440,우리넷,코스닥
046970,우리로,코스닥
082850,우리바이오,코스닥
215360,우리산업,코스닥
072470,우리산업홀딩스,코스닥
073560,우리손에프앤지,코스닥
037400,우리엔터프라이즈,코스닥
153490,우리이앤엘,코스닥
101170,우림피티에스,코스닥
006980,우성,코스피
066590,우수AMS,코스닥
017370,우신시스템,코스피
103840,우양,코스닥
101970,우양에이치씨,코스닥
046940,우원개발,코스닥
215380,우정바이오,코스닥
065680,우주일렉트로,코스닥
105840,우진,코스피
018620,우진비앤지,코스닥
010400,우진아이엔에스,코스피
457550,우진엔텍,코스닥
049800,우진플라임,코스피
016880,웅진,코스피
095720,웅진씽크빅,코스피
396470,워트,코스닥
005820,원림,코스피
307280,원바이오젠,코스닥
032940,원익,코스닥
104830,원익머트리얼즈,코스닥
240810,원익IPS,KOSDAQ GLOBAL
014190,원익큐브,코스닥
074600,원익QnC,KOSDAQ GLOBAL
217820,원익피앤이,코스닥
030530,원익홀딩스,코스닥
012620,원일특강,코스닥
136150,원일티엔아이,코스닥
382840,원준,코스닥
336570,원텍,코스닥
376980,원티드랩,코스닥
122830,원포유,KONEX
008370,원풍,코스닥
008290,원풍물산,코스닥
101160,월덱스,코스닥
336060,웨이버스,코스닥
095270,웨이브일렉트로,코스닥
289930,웨이비스,코스닥
010600,웰바이오텍,코스피
065950,웰크론,코스닥
076080,웰크론한텍,코스닥
043590,웰킵스하이텍,코스닥
196700,웹스,코스닥
069080,웹젠,KOSDAQ GLOBAL
053580,웹케시,코스닥
479960,위너스,코스닥
377460,위니아에이드,코스닥
044340,위닉스,코스닥
330350,위더스제약,코스닥
348350,위드텍,코스닥
112040,위메이드,코스닥
101730,위메이드맥스,코스닥
123420,위메이드플레이,코스닥
065370,위세아이텍,코스닥
140660,위월드,KONEX
038620,위즈코프,코스닥
299900,위지윅스튜디오,코스닥
036090,위지트,코스닥
459100,위츠,코스닥
136540,윈스테크넷,코스닥
097800,윈팩,코스닥
192390,윈하이텍,코스닥
008600,윌비스,코스피
335870,윙스풋,코스닥
900340,윙입푸드,코스닥
014830,유니드,코스피
446070,유니드비티플러스,코스피
036200,유니셈,코스닥
018000,유니슨,코스닥
047400,유니온머티리얼,코스피
203450,유니온바이오메트릭스,코스닥
000910,유니온,코스피
011330,유니켐,코스피
077500,유니퀘스트,코스피
011320,유니크,코스닥
086390,유니테스트,코스닥
241690,유니테크노,코스닥
142210,유니트론텍,코스닥
121060,유니포인트,KONEX
389680,유디엠텍,코스닥
088340,유라클,코스닥
048430,유라테크,코스닥
206650,유바이오로직스,코스닥
089850,유비벨록스,코스닥
495810,유비씨,KONEX
084440,유비온,코스닥
032620,유비케어,코스닥
264450,유비쿼스,코스닥
078070,유비쿼스홀딩스,코스닥
002920,유성기업,코스피
024800,유성티엔에스,코스닥
000700,유수홀딩스,코스피
054930,유신,코스닥
069330,유아이디,코스닥
049520,유아이엘,코스닥
444920,유안타제11호스팩,코스닥
446150,유안타제12호스팩,코스닥
449020,유안타제13호스팩,코스닥
450940,유안타제14호스팩,코스닥
473050,유안타제15호스팩,코스닥
474490,유안타제16호스팩,코스닥
493790,유안타제17호스팩,코스닥
003475,유안타증권우,코스피
003470,유안타증권,코스피
263770,유에스티,코스닥
337840,유엑스엔,KONEX
072130,유엔젤,코스피
000225,유유제약1우,코스피
000227,유유제약2우B,코스피
000220,유유제약,코스피
388720,유일로보틱스,코스닥
340930,유일에너테크,코스닥
023410,유진기업,코스닥
468760,유진스팩10호,코스닥
488060,유진스팩11호,코스닥
056080,유진로봇,코스닥
084370,유진테크,코스닥
240600,유진테크놀로지,코스닥
001200,유진투자증권,코스피
221800,유투바이오,코스닥
179900,유티아이,코스닥
263050,유틸렉스,코스닥
000105,유한양행우,코스피
000100,유한양행,코스피
003465,유화증권우,코스피
003460,유화증권,코스피
191410,육일씨엔에쓰,코스닥
372170,윤성에프앤씨,코스닥
146060,율촌,코스닥
008730,율촌화학,코스피
072770,율호,코스닥
008250,이건산업,코스피
039020,이건홀딩스,코스닥
025820,이구산업,코스피
067920,이글루,코스닥
044960,이글벳,코스닥
303530,이노뎁,코스닥
296640,이노룰스,코스닥
302430,이노메트리,코스닥
279060,이노벡스,KONEX
214320,이노션,코스피
462350,이노스페이스,코스닥
274400,이노시뮬레이션,코스닥
073490,이노와이어리스,코스닥
215790,이노인스트루먼트,코스닥
344860,이노진,코스닥
088390,이녹스,코스닥
272290,이녹스첨단소재,KOSDAQ GLOBAL
053350,이니텍,코스닥
452400,이닉스,코스닥
264850,이랜시스,코스닥
054210,이랜텍,코스닥
009730,이렘,코스닥
065440,이루온,코스닥
088260,이리츠코크렙,코스피
139480,이마트,코스피
424870,이뮨온시아,코스닥
115610,이미지스,코스닥
478110,이베스트스팩6호,코스닥
131400,이브이첨단소재,코스닥
208850,이비테크,KONEX
351330,이삭엔지니어링,코스닥
080010,이상네트웍스,코스닥
379390,이성씨엔아이,KONEX
457190,이수스페셜티케미컬,코스피
086890,이수앱지스,코스닥
007660,이수페타시스,코스피
005950,이수화학,코스피
015020,이스타코,코스피
047560,이스트소프트,코스닥
